Year,Team,Safeties,Corners,InsideBackers,Edge,InteriorDLine,WRs,TEs,InteriorOLine,Tackles,QB,RB,Special,Dead,IR,Prac,Susp,Wins,Playoff Wins,SuperBowl Win,Cluster,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,ExpWins,ExpPOWins,Error,POError
2014,falcons,5.18,4.38,3.68,12.77,7.05,13.24,0.92,11.19,8.36,13.69,5.14,3.79,0.45,12.84,0.24,0.0,6,0,0,30,1.9601963090620134,2.0163382224032,1.9672796075950485,1.9859379390050416,1.961857076125152,2.0163100464611907,2.0424162905783074,2.029084477353278,1.9908961821352698,1.976813762470292,2.1189576361583864,1.983613766084034,1.9735186307917356,2.068935316585994,2.028729363826244,2.036718507632855,2.0007343606485173,1.9560941369771359,2.002383489370337,2.0433178545711383,1.9990325601155823,1.9265011649101025,2.033336608402864,1.9937031177797868,1.9683252087894003,1.9316020662992008,2.0200080714151314,1.9712052586647992,1.9916695640052995,1.9896719894965271,2.0703233435892465,2.044394795816139,1.9491382814691787,2.0156923134795792,2.089319954101719,1.977222396205027,2.0316928794320477,1.8965727652140527,1.8780731561028319,1.9737523403232828,2.011045493526757,1.9576414224003216,1.9248205336260638,2.075170828634683,1.992300693413582,2.0109816116226606,1.9940851865186575,2.009314355464989,2.0387905952401097,2.0744784681052177,7.911493725949548,0.42747361326825983,1.9114937259495477,0.42747361326825983
2015,falcons,6.8,3.76,0.4,14.89,6.14,17.61,2.04,12.83,6.6,14.08,2.36,4.88,15.32,9.61,0.0,0.0,8,0,0,10,1.9638769737778943,2.01678074793431,1.9570573840564192,1.995610100609822,1.9664820741688085,1.9986330705233215,2.036433158873392,2.022322765866147,1.9835158633420378,1.9926815411026084,2.139241850264415,1.9824013616118494,1.9730317866137617,2.066203102645081,2.0297214387951295,2.0441128334484793,1.9820188951293698,1.9582145555702823,2.012908901296242,2.050306805255525,1.9909104861299578,1.9382619587485301,2.016662981470494,1.997255993739409,1.9852880632614829,1.932918792029983,2.023598047634929,1.9788941651324494,1.9756289775732379,1.9952495818329152,2.085521710638085,2.0402409812053173,1.9367970735082538,2.0012266800287883,2.0765601526774353,1.9731583587792205,2.026371946528361,1.9083109015041864,1.8919170439101882,1.965540049882502,2.002182550684439,1.9826179641321482,1.9275371988643775,2.0716270439455364,1.9891736311992476,1.9934209078714455,2.001070262046,2.0182768655603445,2.025835127678515,2.0763892909172985,7.9117675022935,0.4278204206477504,0.08823249770649966,0.4278204206477504
2016,falcons,7.15,3.9,2.0,15.41,5.52,16.75,3.52,11.1,9.12,16.14,1.4,4.26,16.36,9.55,0.01,0.0,11,3,0,10,1.9719434410871786,2.0086111034961625,1.9577100988927676,1.9908145750434745,1.9736895496654063,2.005463555277875,2.038801732400924,2.0243264413075104,1.982876287872822,1.997786353484442,2.129087084514742,1.9762003791409106,1.9756315994739588,2.0695817667010297,2.0382765773440297,2.039837757163704,1.995137616222149,1.953988294599621,2.012638218069412,2.0566148931734847,1.9944752579073708,1.9389766564287942,2.0322147819435976,2.0042901516687617,1.9870555536780437,1.9378473702615668,2.021141480471124,1.9778449997326184,1.9792243977360209,1.9981459850787562,2.0739044634709454,2.0382091977473773,1.944587078199471,2.000772073959685,2.0648824532651875,1.9887032326565204,2.024127503766183,1.905673515656191,1.8930531388693863,1.9578624914343472,2.0030525557931496,1.976580510239244,1.9227871982943057,2.056619199109171,1.9961509959862074,2.0070143026402927,1.9841369540135778,2.011302219606584,2.0130744776649077,2.067272477789022,7.911947978397803,0.4279952774055501,3.0880520216021967,2.57200472259445
2017,falcons,4.09,9.71,2.45,13.06,10.52,16.83,2.38,10.18,5.51,16.26,3.66,3.98,5.01,6.24,0.0,0.0,10,1,0,30,1.9474777267847725,2.004146258813414,1.9654592375601392,1.996902432174309,1.969839323344305,1.9989432460118535,2.0508396948816867,2.0438872335998903,2.007452470789214,1.9995949091234273,2.1059977906600005,1.9921481767888198,1.9801975838524486,2.0587715069311354,2.0153870021556086,2.0257186412296195,2.0160936174538313,1.9714721723921365,1.9992695595062677,2.0314842682599,1.979254109411643,1.9497349061509919,2.0212968929696853,1.9781837442906003,1.9686262837238355,1.9711393361719804,2.0032259427888066,1.9712773530621643,1.9797089123505953,2.002602463965976,2.074495141800169,2.0462526369032443,1.9487224971795336,1.9942244793561794,2.040998086914358,1.9891319356291837,2.0295583259139343,1.9066541515117403,1.8868959544128494,1.998966130530732,1.9987729700701082,1.9621906415335904,1.9222170060107984,2.0623738979214283,1.9940403869333643,2.0113920972980397,2.0104732091288695,2.010536582756994,2.051724678323227,2.054246392672574,7.9094684394417465,0.4269623929720237,2.0905315605582535,0.5730376070279763
2018,falcons,5.64,14.74,1.67,10.26,5.97,13.89,1.9,13.14,9.36,12.55,4.16,3.76,5.13,12.96,0.0,0.0,7,0,0,43,1.9470180712238332,2.0044352806347217,1.9927008958423218,2.0039777313278346,1.9682551397800823,1.9999694263648435,2.048674459308739,2.038805642133643,2.010033204245767,1.9969769090369425,2.0856808709531363,1.9857168164935601,1.9652335898151125,2.065802946042763,1.9992196096912582,2.020095089019956,2.0399693431916903,1.96088220387279,1.9876062037541589,2.035828973636571,1.9857306749463024,1.9521836041765586,2.0250869738600294,1.9850932890038524,1.9522454060094716,1.9849418656544333,2.002734585867985,1.9690142180824228,1.9725760035188125,1.964492902629152,2.050235630142667,2.03639938774056,1.952143620371762,2.0146675728396732,2.0592221247623015,2.013334735698157,2.0104089027103353,1.8980649767893214,1.879823207406159,1.9703929002105838,2.0060982048996974,1.9623194226736973,1.9071164978774062,2.0835609696863946,2.0017640369581753,2.0505021122917992,1.9995910445635066,2.023226002026488,2.0613514875879995,2.0687952326445664,7.907779269637491,0.42662742230433154,0.9077792696374907,0.42662742230433154
2019,falcons,5.54,10.07,2.98,14.75,8.99,10.32,3.44,14.21,7.67,9.49,5.0,4.22,9.83,17.16,0.08,0.29,7,0,0,43,1.9527835929753208,2.0159781333146434,1.9779319464897878,1.9949105537839378,1.9646690278711825,1.9929850632406365,2.0427735731614303,2.034648368621576,1.9998569804695578,1.9879625908103777,2.0792692263919905,1.98694729731391,1.9665025914023853,2.042182058638746,2.0156626154129467,2.0246089061769585,1.9995460295918934,1.9657053687486277,2.0010374241704145,2.022000824186834,1.9815187774510357,1.9256384753718898,2.026503719751539,1.9915039896223445,1.9842662633531336,1.9630716158868915,2.01711936554827,1.975463880971859,1.972697059071334,1.9559443136973043,2.045150755334781,2.030481665382637,1.957933470868866,2.021017531474267,2.0722443998610744,1.9877481858665251,2.028995887025757,1.9188803621160249,1.8799017802317093,1.9659774642601813,2.0213793021292616,1.9534665198604584,1.933495606333149,2.094332556531079,1.9850736278670553,2.0191096159738473,2.015358832140587,2.023398213989705,2.117965391412384,2.066399197841889,7.908489545999922,0.4267458066185676,0.908489545999922,0.4267458066185676
2005,ravens,1.53,16.21,11.87,2.69,2.96,5.61,2.11,0.39,1.4,2.9,10.91,0.79,0.18,0.67,0.02,0.0,6,0,0,25,1.9147867099241205,1.96731345624087,2.079883031649591,1.9972592877946689,2.038604675085002,2.0435760375158987,2.0486170769395278,2.058578053195566,2.0312548885739674,1.982630369283463,1.9340219940988033,1.968821902266354,1.9275499233158429,2.052590889153969,1.9823917193823524,1.9559998392357711,2.1612310156325925,2.0189086672754724,1.9252802614084956,1.9317998983205125,2.008694727780175,1.9500504985481453,2.0596929617618787,1.930535021372487,1.9087260917249913,2.170979730392945,1.9762829325724793,2.0060828307898926,2.0256783498786226,1.9240614610863234,1.9638752329738651,2.061724931328564,1.9766680511676786,2.0086646779842874,2.0020438693921583,1.992358174016514,2.0311778604208612,1.9013099795686321,1.8819669142881492,2.036471823817478,2.0574424420249393,1.9226028043448724,1.9180182855422552,2.023209002594249,1.9954447348079745,2.1352494553581183,2.0034059523847305,2.095385042816883,2.0316935928628115,1.9794028701041757,7.8997604629603995,0.4253303685885098,1.8997604629603995,0.4253303685885098
2006,ravens,2.64,15.7,12.52,3.46,4.53,7.96,3.01,0.97,2.54,5.71,4.33,0.29,0.31,0.65,0.0,0.0,13,1,0,25,1.9117467453004293,1.9434639699277438,2.048448636590687,1.997315215003771,2.019528510167258,2.045629401214808,2.0581002953102447,2.0684214755549215,2.042023687578459,2.001233893844875,1.9855255728426384,1.9721707816813256,1.95543365653444,2.0817532406476724,2.003408708526706,1.9757639594068745,2.2050750866418714,2.0077781648263184,1.9337946245806505,1.9608886404590593,1.9997651247940125,1.9526095906615564,2.1018141062324207,1.9375075874569467,1.9062807083792737,2.160327014180982,1.9553293615859804,1.9988349258145768,1.996588633081027,1.9484700865041515,1.9945248497511794,2.042185374983818,1.9711787558874312,1.9697340924770022,1.9798686027247572,2.0124274482209707,2.0043019318259927,1.8750663684714526,1.8589480597551629,2.0029736720996163,2.070864276417962,1.932952496543272,1.8622537288041987,2.027055403707963,2.0107609151074035,2.151333328953955,1.9756178289087687,2.0682695510746316,2.0147138934027726,1.9999380155499742,7.902410050588472,0.42599074241264273,5.097589949411528,0.5740092575873572
2007,ravens,2.82,16.23,14.75,8.17,2.54,8.08,4.86,3.28,0.92,7.17,3.85,0.35,0.28,9.76,0.07,0.0,5,0,0,25,1.9166004992001742,1.9701735681893005,2.031585094968203,1.9917815821436793,2.0079743630851254,2.0197599022812676,2.0676788276824216,2.047729855988732,1.9996663709359621,2.013817152709145,2.0012148118913067,1.949748286467116,1.957337783545117,2.068745005942971,2.027661085685841,1.9865854353789487,2.175744693652008,2.003517621040668,1.9623750404268854,1.966568928056668,1.989670364070514,1.9478302964169656,2.124806162042932,1.9466454598678578,1.9529040037986662,2.1266314031865554,1.9891847173916861,2.0020065350625216,1.996421584105975,1.9373107939400027,1.9906805591504553,2.045106995087946,1.9660035594234984,1.9634760211202467,1.9971019087606865,2.006813256294239,2.0150465124053913,1.8910209394023139,1.8790395978859034,1.9606402798930795,2.0913132261919656,1.9328226239423256,1.88547708147725,2.019641719814292,2.004182484954224,2.106019511334525,1.9691898486406667,2.079881101336484,1.997104018871159,2.0197615248581364,7.90469393285827,0.42665780380995016,2.9046939328582697,0.42665780380995016
2008,ravens,4.26,14.79,15.52,10.86,2.68,7.94,3.43,4.69,1.05,6.4,3.74,0.61,2.76,0.17,0.64,0.0,11,2,0,25,1.9168182684828516,1.9782474203721163,2.029224470068148,1.9924710073311886,2.0014446175694087,2.0229384426373525,2.0653035291191335,2.036835195872631,1.9900433282485006,2.000193395349336,2.007489574976013,1.949772648484763,1.9564187573981526,2.064810303416685,2.039708737895502,1.9977198204736974,2.153338507565782,2.0046694947746544,1.9753929726245294,1.9644770932708249,2.0013782335283024,1.9373421546947962,2.1256165305032364,1.9556192820826743,1.961430303189329,2.098466789313764,1.9936546530486254,2.0037961876183523,1.9980050709975434,1.929917803025207,1.9932721821328294,2.0331962690227092,1.971097930192773,1.9658944065049182,2.017818729158336,1.9888810086065265,2.0094814108883208,1.890777027716049,1.8808127125293628,1.9514705674646253,2.1020630814824393,1.9433110179033972,1.895477734629668,2.0256474214339857,1.996807307999754,2.095368997503059,1.9738607773599255,2.088804618694381,1.9925173012881456,2.0308949035556916,7.905282351671905,0.427003294505739,3.0947176483280954,1.572996705494261
2009,ravens,6.45,13.54,6.07,10.92,4.01,8.28,7.33,6.55,3.01,14.36,4.18,1.94,10.71,2.84,0.42,0.0,9,1,0,9,1.9320570557597314,2.0064604762162483,1.9727497431205636,1.988485831073218,2.010017895215537,1.9779292487641404,2.075023870520804,2.0567444882887207,1.9898034918366607,2.0317869040055476,2.0704813497134893,1.9588422546708881,1.9676025254139684,2.066153735136312,2.0495188992438416,1.9875641190885904,2.066839669771784,1.9620319033285187,1.984893001927087,2.0087490086305433,1.9896536020138582,1.9313186743920925,2.0775316974858278,1.9807553793764063,1.9773826623214346,2.028413876112162,2.0463055899205815,1.979378891246212,1.9807198276087183,1.9612436162912212,2.0158108834904342,2.065977284553789,1.939428757663274,1.9906065803683346,2.0299837197137376,2.0184777710247834,2.038270819237446,1.8948892187697193,1.876992775967364,1.9596303635771104,2.0273782097602338,1.9395272505200944,1.9027117995583855,2.035691505817885,2.003612096487318,2.034805486699499,1.9787777892280132,2.0323280244624695,2.03949617775145,2.0591641968539696,7.911444540135655,0.4275640259771417,1.0885554598643452,0.5724359740228583
2010,ravens,9.39,10.19,8.09,14.9,5.21,9.96,5.83,8.49,5.87,6.42,6.33,3.4,0.27,6.33,0.33,0.0,12,1,0,27,1.955045665491514,1.9986759257889322,1.9873066392254304,1.9907001130162298,2.012501450332203,2.007456341387676,2.0347375748556544,2.0308431841784995,1.9855388537129488,1.9898741099882429,2.0579576401953505,1.9661944802011273,1.9428695239910951,2.0554983906385065,2.0495812177441817,2.0138234229183385,2.013895445635672,1.968743317813663,1.9907665954650662,2.001552113711342,2.01216766330156,1.9051055235530794,2.0484373268582425,1.9992482041219728,1.9880779942492897,2.000358540433882,2.030665620126781,2.0011975209365924,1.9780074287679128,1.939117705127845,2.022519069287147,2.033215165815233,1.949169712166223,2.013123738086305,2.069102852969793,1.9697996320019058,2.0313330205764037,1.9106084625808655,1.873536732503114,1.9552059995538267,2.04321328406336,1.9689636935086563,1.927480141432283,2.0646203221166686,1.978190255053763,2.0427459210104426,1.9987332405044682,2.065837223685758,2.0797510339986993,2.0469049653162226,7.909349752318982,0.4276953501921936,4.090650247681018,0.5723046498078064
2011,ravens,9.55,10.63,8.09,16.63,7.84,10.19,2.15,12.44,3.46,4.86,4.31,3.53,3.14,6.98,0.56,0.0,12,2,0,3,1.9386361515856199,2.007275996520602,1.9897278810343169,2.000169887637427,1.9844124636113267,1.9998298026480166,2.0366142566627,2.0241116465651494,1.9920007938234108,1.9789973371822607,2.0619046842736415,1.9827502757585154,1.95887414065177,2.0418922783470643,2.0385728813658983,2.024648678490078,2.013750455650655,1.9845886188064956,2.0012721182962245,1.988700079937352,2.007667984938061,1.9148799307082072,2.0426153007683046,1.9908616241505743,1.9854774340530872,1.9912280081923952,2.0167978257098436,1.9966117314013865,1.9727414718259715,1.9372114624901258,2.03190736542165,2.013537573128689,1.9595567308279636,2.000884971106195,2.075187746719899,1.9550236499831952,2.0126845968614804,1.9167313573024016,1.8823273489875745,1.9600193878451175,2.056467231938883,1.9808595581608746,1.9326869532564892,2.081214725274504,1.9737716428973622,2.026405286935914,2.020332587728797,2.0645165306952555,2.087005375545773,2.064056176295513,7.908043013906335,0.4274116156132954,4.091956986093665,1.5725883843867046
2012,ravens,12.31,12.21,10.58,14.78,11.03,10.53,1.68,7.23,4.84,7.04,8.68,3.09,9.61,13.72,0.38,0.0,10,4,1,20,1.944143222389173,1.9913861497342584,1.993211933746795,1.9955753331202444,2.0156854918830556,2.0182077503434344,2.0285892073276592,2.0346598213915708,2.0120806906312136,1.9711295842870298,2.0362707592591693,1.9959287695368126,1.9604682141032355,2.041426299464366,2.0400453206580385,2.0044166637573686,2.01728738992471,1.9874007854757083,1.9830745930612175,1.9768468836149862,2.032408198506723,1.9162905371456478,2.028359218915754,1.9925916392157232,1.9610176613206718,2.0066876273860585,2.0096349728427265,1.996650694279152,1.9885990791880765,1.9584225361125716,2.019573396364584,2.0174166226423944,1.9686257156636067,2.007951628424519,2.0575831080035205,1.9547355276960812,2.014747631937091,1.9158323152295615,1.8859167598387108,2.0071956876383323,2.0327570803483055,1.9839226642203334,1.940596113198028,2.052722354228151,1.9762778315664236,2.039618113844812,2.0200087145558725,2.0508514860130744,2.0810289731711555,2.034141246792264,7.907671140851313,0.42746353785419955,2.0923288591486866,3.5725364621458002
2013,ravens,4.88,6.69,4.0,16.66,13.04,6.54,3.2,7.83,7.43,5.95,5.22,3.02,0.02,1.78,0.31,0.0,8,0,0,32,1.9603962160899178,2.0012689985015966,1.9683584454193093,1.9912384212437457,1.9785674985413215,2.007627575781074,2.0432024803002333,2.0497357663232854,2.0103861237724585,1.9755360775304147,2.046844024098609,2.0003671695793206,1.9633623022616113,2.019705449592028,2.0341243544764476,2.0296458476579518,1.9623544521836611,1.9811715879743983,2.0162925091498014,2.0073106661811857,1.984539249343632,1.907159098689402,2.01331455754069,2.004615054928176,2.0039792563694254,1.95748176817921,1.9922742990857545,1.97740551067762,1.9785108523273796,1.9660331746395945,2.0435386843909575,2.0164970286951514,1.9863291931541873,2.0277686663430563,2.048984851421052,1.9706114467869482,2.0400118202150055,1.9317792542729644,1.8750458770429128,1.9909004811657347,2.0124494021540937,1.9501619029750477,1.964738902115052,2.0805666137004697,1.9681523593183443,2.0113608665720473,2.0402915706372053,2.023298844762335,2.161612429675397,2.023091016162809,7.907208605586889,0.42660696852309193,0.09279139441311113,0.42660696852309193
2014,ravens,5.81,9.52,5.31,14.0,13.17,5.93,3.68,9.86,5.07,11.86,6.33,3.43,11.27,10.15,0.36,0.0,10,1,0,7,1.9426288801630294,2.0135645922289456,1.964396958455613,1.9867470572029426,1.9821683872635525,1.9901212654879274,2.051796283164126,2.052701961349552,2.0162267726907017,1.9877133427194782,2.0540742018375697,1.9991660054882212,1.9845699417736224,2.0253395747325342,2.033019230806923,1.9994828523846462,1.9998885586640365,1.9757878494638954,1.9964410108360058,1.9940568607703706,1.99189406635951,1.914511392758859,2.034316028623894,1.9871648025832713,1.9811163253162272,1.9733062872761487,2.0235635864881676,1.9722423280148913,1.9852768251085704,1.9709681422457035,2.0261004703519525,2.0340035868229207,1.9715709091314635,2.0147841585723203,2.048854544109985,1.9823562054788049,2.042007669192651,1.9239462781604297,1.8816689175016559,2.0062510152736452,2.0183375475999656,1.938164635291923,1.9454993429271423,2.070260907961665,1.9848932575891831,2.0068542738918858,2.0232420965085383,2.001725878031317,2.145430648017149,2.0497962853264875,7.909238338586106,0.42679958977808075,2.090761661413894,0.5732004102219193
2015,ravens,4.71,11.32,5.82,11.7,2.97,5.71,5.99,8.16,6.56,11.68,1.94,3.73,0.74,34.63,0.0,0.25,5,0,0,44,1.9429273723954907,2.0068852553685637,1.9748576387024368,1.992813947678175,1.9881647621296306,1.9867441485286192,2.077926173340466,2.049618782446964,1.9908876856967659,2.02573594508004,2.0708453365991484,1.9434655787617348,1.9626445516304671,2.0659415183185166,2.0458969315448843,1.9965984060393138,2.0648329906151863,1.9518178966355195,2.002415549754681,2.027815020574713,1.9827524892358137,1.9171571959707658,2.096089246668819,1.990027613834977,1.9857756059641283,2.000814066484271,2.0375248411039113,1.9760397465016875,1.9740700039892132,1.9338969821029541,2.013485480817562,2.0481249769450036,1.9539618775028795,2.000549012646249,2.0370029760543606,2.0367654529385817,2.0375959072462884,1.8838496460345422,1.8666699143704588,1.9332188448644108,2.039158158107775,1.921755176928423,1.8895127580378863,2.0645478770855656,2.015658799761222,2.072452282370214,1.9614270658484418,2.02515951237908,2.061272529721832,2.074848466641348,7.910370615506804,0.42726343577658105,2.910370615506804,0.42726343577658105
